name,size,en_name,longitude,latitude
盐城市,1,Yancheng,120.16263,33.348176
株洲市,1,Zhuzhou,113.132783,27.828862
眉山市,1,Meishan,103.848417,30.077113
无锡市,1,Wuxi,120.311889,31.491064
楚雄彝族自治州,1,Chuxiong Yi Autonomous Prefecture,101.528304,25.045678
太原市,1,Taiyuan,112.549656,37.870451
白山市,1,Baishan,126.414274,41.944132
哈尔滨市,1,Harbin,126.53505,45.802981
温州市,1,Wenzhou,120.699279,27.993849
金华市,1,Jinhua,119.647265,29.079195
淮北市,1,Huaibei,116.798362,33.956264
马鞍山市,1,Ma'anshan,118.50685,31.668765
黄山市,1,Huangshan,118.337643,29.714886
淮南市,1,Huainan,117.018603,32.585384
萍乡市,1,Pingxiang,113.887147,27.658721
聊城市,1,Liaocheng,115.985238,36.455857
泰安市,1,Tai'an,117.086963,36.201784
平顶山市,1,Pingdingshan,113.192595,33.766554
荆门市,1,Jingmen,112.199009,31.035445
深圳市,1,Shenzhen,114.057939,22.543527
江门市,1,Jiangmen,113.081548,22.578948
柳州市,1,Liuzhou,109.428071,24.326442
